"abundance","exp_mass","formula","class","group","C","H","O","N","S","P","E","S34","N15","D","Cl","Fl","Cl37","Br","Br81","I","M","NH4","POE","NOE","Z","neutral_mass","theor_mass","err_ppm","AE_ppm","NM","KM","KMD","DBE","O_C","H_C","DBEO","max_LA","actual_LA","rule_13","max_H","H_test","C13_mass","C13_abund","C13_mass2","C13_abund2","S34_mass","S34_abund","tag"
9.8,304.076883983473,"C14H15N3O3S","N3O3S","CHNOS",14,15,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,305.084160435633,304.07613564544,2.45289048243664,2.45,304,303.737349018321,0.262650981679201,9,0.214285714285714,1.07142857142857,6,23.4679547767385,21,0.9,30,0.5,0,0,0,0,0,0,"Unambiguous"
3.6,304.113254086813,"C15H19N3O2S","N3O2S","CHNOS",15,19,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,305.120530538973,304.11252115074,2.40211981689767,2.4,304,303.773678510478,0.226321489521979,8,0.133333333333333,1.26666666666667,6,23.4707536617615,21,0.9,32,0.6,0,0,0,0,0,0,"Unambiguous"
8.3,306.056089607054,"C13H13N3O4S","N3O4S","CHNOS",13,13,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,307.063366059214,306.05540020394,2.24514934224726,2.25,306,305.714344643221,0.285655356778989,9,0.307692307692308,1,5,23.6202058966231,21,0.9,28,0.5,0,0,0,0,0,0,"Unambiguous"
24.3,306.092409710252,"C14H17N3O3S","N3O3S","CHNOS",14,17,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,307.099686162412,306.09178570924,2.03191680059931,2.03,306,305.750624191067,0.249375808933223,8,0.214285714285714,1.21428571428571,5,23.6230047816462,21,0.9,30,0.6,0,0,0,0,0,0,"Unambiguous"
11.4,306.128809813677,"C15H21N3O2S","N3O2S","CHNOS",15,21,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,307.136086265837,306.12817121454,2.0792058151533,2.08,306,305.786983649811,0.213016350189093,7,0.133333333333333,1.4,5,23.6258036666692,21,0.9,32,0.7,0,0,0,0,0,0,"Unambiguous"
9,308.071645333918,"C13H15N3O4S","N3O4S","CHNOS",13,15,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,309.078921786078,308.07105026774,1.92528877233371,1.93,308,307.727649782554,0.27235021744616,8,0.307692307692308,1.15384615384615,4,23.7752559015308,21,0.9,28,0.5,0,0,0,0,0,0,"Unambiguous"
24.9,308.108175437712,"C14H19N3O3S","N3O3S","CHNOS",14,19,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,309.115451889872,308.10743577304,2.39284276335631,2.39,308,307.764139096508,0.235860903492267,7,0.214285714285714,1.35714285714286,4,23.7780547865538,21,0.9,30,0.6,0,0,0,0,0,0,"Unambiguous"
1.3,308.144395540625,"C15H23N3O2S","N3O2S","CHNOS",15,23,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,309.151671992785,308.14382127834,1.85754222758174,1.86,308,307.800318755731,0.199681244269357,6,0.133333333333333,1.53333333333333,4,23.7808536715769,21,0.9,32,0.7,0,0,0,0,0,0,"Unambiguous"
4.5,310.087281061009,"C13H17N3O4S","N3O4S","CHNOS",13,17,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,311.094557513169,310.08670033154,1.86672976044559,1.87,310,309.741034832785,0.258965167215024,7,0.307692307692308,1.30769230769231,3,23.9303059064385,21,0.9,28,0.6,0,0,0,0,0,0,"Unambiguous"
13.6,310.123871164973,"C14H21N3O3S","N3O3S","CHNOS",14,21,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,311.131147617133,310.12308583684,2.52410644028815,2.52,310,309.777584079913,0.222415920087315,6,0.214285714285714,1.5,3,23.9331047914615,21,0.9,30,0.7,0,0,0,0,0,0,"Unambiguous"
