"abundance","exp_mass","formula","class","group","C","H","O","N","S","P","E","S34","N15","D","Cl","Fl","Cl37","Br","Br81","I","M","NH4","POE","NOE","Z","neutral_mass","theor_mass","err_ppm","AE_ppm","NM","KM","KMD","DBE","O_C","H_C","DBEO","max_LA","actual_LA","rule_13","max_H","H_test","C13_mass","C13_abund","C13_mass2","C13_abund2","S34_mass","S34_abund","tag"
20.4,519.245166466099,"C24H40O12","O12","CHO",24,40,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,520.252442918259,519.24470029144,0.896054723459236,0.9,519,518.665372674502,0.334627325497991,5,0.5,1.66666666666667,-7,40.0193828264308,36,0.9,50,0.8,0,0,0,0,0,0,"Unambiguous"
5.5,519.223986403018,"C27H36O10","O10","CHO",27,36,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,520.231262855178,519.22357091924,0.798652076829384,0.8,519,518.644216261269,0.355783738730793,10,0.37037037037037,1.33333333333333,0,40.0177574901077,37,0.9,56,0.6,0,0,0,0,0,0,"Unambiguous"
4.4,519.186906292583,"C26H32O11","O11","CHO",26,32,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,520.194182744743,519.18718541394,-0.536571469895387,0.54,519,518.607177554816,0.392822445183924,11,0.423076923076923,1.23076923076923,0,40.0149586050846,37,0.9,54,0.6,0,0,0,0,0,0,"Unambiguous"
3.7,519.151166186138,"C25H28O12","O12","CHO",25,28,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,520.158442638298,519.15079990864,0.704165246900214,0.7,519,518.571477356094,0.428522643906263,12,0.48,1.12,0,40.0121597200615,37,0.9,52,0.5,0,0,0,0,0,0,"Unambiguous"
1.6,518.22548342918,"C23H37NO12","NO12","CHNO",23,37,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,519.23275988134,518.22429920314,2.28072288949386,2.28,518,517.646828224772,0.35317177522802,6,0.521739130434783,1.60869565217391,-6,39.9408904350231,36,0.9,48,0.8,0,0,0,0,0,0,"Unambiguous"
2.3,517.26444056691,"C25H42O11","O11","CHO",25,42,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,518.27171701907,517.26543573294,-1.92016272085427,1.92,517,516.686858471547,0.31314152845323,5,0.44,1.68,-6,39.8671317065462,36,0.9,52,0.8,0,0,0,0,0,0,"Unambiguous"
2.7,517.244060506212,"C28H38O9","O9","CHO",28,38,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,518.251336958372,517.24430636074,-0.47439246279944,0.47,517,516.666501167407,0.333498832593136,10,0.321428571428571,1.35714285714286,1,39.8655063702231,37,0.9,58,0.7,0,0,0,0,0,0,"Unambiguous"
3.8,517.229560463026,"C24H38O12","O12","CHO",24,38,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,518.236836915186,517.22905022764,0.984560243828388,0.98,517,516.652017315099,0.347982684900785,6,0.5,1.58333333333333,-6,39.8643328215231,36,0.9,50,0.8,0,0,0,0,0,0,"Unambiguous"
4.6,517.207930398606,"C27H34O10","O10","CHO",27,34,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,518.215206850766,517.20792085544,0.0184154491456692,0.02,517,516.630411403002,0.369588596998369,11,0.37037037037037,1.25925925925926,1,39.8627074852,37,0.9,56,0.6,0,0,0,0,0,0,"Unambiguous"
1.1,517.171280289451,"C26H30O11","O11","CHO",26,30,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,518.178556741611,517.17153535014,-0.492225480625232,0.49,517,516.593802217686,0.406197782313825,12,0.423076923076923,1.15384615384615,1,39.8599086001769,37,0.9,54,0.6,0,0,0,0,0,0,"Unambiguous"
5.2,517.134990181368,"C25H26O12","O12","CHO",25,26,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,518.142266633528,517.13514984484,-0.30814600964354,0.31,517,516.557552631462,0.442447368537728,13,0.48,1.04,1,39.8571097151538,37,0.9,52,0.5,0,0,0,0,0,0,"Unambiguous"
1.2,517.098870073792,"C24H22O13","O13","CHO",24,22,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,518.106146525952,517.09876433954,0.204078358181926,0.2,517,516.521472855921,0.478527144079294,14,0.541666666666667,0.916666666666667,1,39.8543108301308,37,0.9,50,0.4,0,0,0,0,0,0,"Unambiguous"
1.5,516.231277489844,"C20H39NO14","NO14","CHNO",20,39,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,517.238553942004,516.22977851154,2.89804055076615,2.9,516,515.654849033603,0.345150966397455,2,0.7,1.95,-12,39.7874657664385,35,0.9,42,0.9,0,0,0,0,0,0,"Unambiguous"
3.7,515.285934674332,"C26H44O10","O10","CHO",26,44,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,516.293211126492,515.28617117444,-0.458073246905387,0.46,515,514.710561796324,0.289438203675559,5,0.384615384615385,1.69230769230769,-5,39.7148805866615,36,0.9,54,0.8,0,0,0,0,0,0,"Unambiguous"
6.3,515.248814563778,"C25H40O11","O11","CHO",25,40,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,516.256091015938,515.24978566914,-1.88105356831252,1.88,515,514.673483134417,0.32651686558313,6,0.44,1.6,-5,39.7120817016385,36,0.9,52,0.8,0,0,0,0,0,0,"Unambiguous"
3.1,515.213844459626,"C24H36O12","O12","CHO",24,36,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,516.221120911786,515.21340016384,0.860669524072309,0.86,515,514.638552078196,0.361447921803801,7,0.5,1.5,-5,39.7092828166154,36,0.9,50,0.7,0,0,0,0,0,0,"Unambiguous"
1.4,515.192734396754,"C27H32O10","O10","CHO",27,32,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,516.200010848914,515.19227079164,0.898111399991017,0.9,515,514.617465587009,0.382534412991049,12,0.37037037037037,1.18518518518519,2,39.7076574802923,37,0.9,56,0.6,0,0,0,0,0,0,"Unambiguous"
4,515.119294178028,"C25H24O12","O12","CHO",25,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,516.126570630188,515.11949978104,-0.398357736296145,0.4,515,514.544107372286,0.455892627713524,14,0.48,0.96,2,39.7020597102462,37,0.9,52,0.5,0,0,0,0,0,0,"Unambiguous"
15.1,514.288381703324,"C22H45NO12","NO12","CHNO",22,45,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,515.295658155484,514.28689945834,2.87649422313397,2.88,514,513.714122701875,0.285877298125115,1,0.545454545454545,2.04545454545455,-11,39.6380135315769,35,0.9,46,1,0,0,0,0,0,0,"Unambiguous"
1.2,514.156941311855,"C22H29NO13","NO13","CHNO",22,29,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,515.164217764015,514.15661357024,0.636188625032214,0.64,514,513.582829077922,0.417170922078185,9,0.590909090909091,1.31818181818182,-4,39.6279915401846,36,0.9,46,0.6,0,0,0,0,0,0,"Unambiguous"
8,513.26939866849,"C26H42O10","O10","CHO",26,42,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,514.27667512065,513.27052111064,-2.18256476333185,2.18,513,512.696277472601,0.303722527398804,6,0.384615384615385,1.61538461538462,-4,39.5598305817538,36,0.9,54,0.8,0,0,0,0,0,0,"Unambiguous"
8.5,513.234198563654,"C25H38O11","O11","CHO",25,38,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,514.241475015814,513.23413560534,0.122429475046659,0.12,513,512.661116672516,0.3388833274837,7,0.44,1.52,-4,39.5570316967308,36,0.9,52,0.7,0,0,0,0,0,0,"Unambiguous"
1.2,513.219278519217,"C21H38O14","O14","CHO",21,38,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,514.226554971377,513.21887947224,0.776013944837455,0.78,513,512.646213287935,0.35378671206513,3,0.666666666666667,1.80952380952381,-11,39.5558581480308,35,0.9,44,0.9,0,0,0,0,0,0,"Unambiguous"
2.3,513.13988828277,"C26H26O11","O11","CHO",26,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,514.14716473493,513.14023522254,-0.674786897424372,0.67,513,512.566911699335,0.433088300665418,14,0.423076923076923,1,3,39.5498085903615,37,0.9,54,0.5,0,0,0,0,0,0,"Unambiguous"
1.9,513.1039381757,"C25H22O12","O12","CHO",25,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,514.11121462786,513.10384971724,0.172060941619628,0.17,513,512.531001734475,0.468998265524988,15,0.48,0.88,3,39.5470097053385,37,0.9,52,0.4,0,0,0,0,0,0,"Unambiguous"
15.1,512.272705700043,"C22H43NO12","NO12","CHNO",22,43,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,513.279982152203,512.27124939454,2.83725365029351,2.84,512,511.700697420426,0.299302579573521,2,0.545454545454545,1.95454545454545,-10,39.4829635266692,35,0.9,46,0.9,0,0,0,0,0,0,"Unambiguous"
8,511.473133318679,"C32H64O4","O4","CHO",32,64,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,512.480409770839,511.47318407864,-0.0990476118081507,0.1,511,510.902017848727,0.0979821512731291,1,0.125,2,-3,39.4215738869846,36,0.9,66,1,0,0,0,0,0,0,"Unambiguous"
1.4,511.290722775407,"C27H44O9","O9","CHO",27,44,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,512.297999227567,511.29125655214,-1.04192625033886,1.04,511,510.719810986696,0.280189013303584,6,0.333333333333333,1.62962962962963,-3,39.4075794618692,36,0.9,56,0.8,0,0,0,0,0,0,"Unambiguous"
9,511.254792668396,"C26H40O10","O10","CHO",26,40,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,512.262069120556,511.25487104684,-0.153004582388153,0.15,511,510.683920999564,0.31607900043565,7,0.384615384615385,1.53846153846154,-3,39.4047805768462,36,0.9,54,0.7,0,0,0,0,0,0,"Unambiguous"
6.3,511.218542560432,"C25H36O11","O11","CHO",25,36,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,512.225819012593,511.21848554154,0.111315928338148,0.11,511,510.647711368795,0.352288631204829,8,0.44,1.44,-3,39.4019816918231,36,0.9,52,0.7,0,0,0,0,0,0,"Unambiguous"
4,511.145652343344,"C23H28O13","O13","CHO",23,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,512.152928795504,511.14571453094,-0.121423880621477,0.12,511,510.574902541574,0.42509745842591,10,0.565217391304348,1.21739130434783,-3,39.3963839217769,36,0.9,48,0.6,0,0,0,0,0,0,"Unambiguous"
1.1,511.110442238478,"C22H24O14","O14","CHO",22,24,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,512.117718690638,511.10932902564,2.17374403790345,2.17,511,510.539731752626,0.460268247374415,11,0.636363636363636,1.09090909090909,-3,39.3935850367538,36,0.9,46,0.5,0,0,0,0,0,0,"Unambiguous"
1.7,511.088412172866,"C25H20O12","O12","CHO",25,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,512.095688625026,511.08819965344,0.414999442979042,0.41,511,510.517726285982,0.482273714018447,16,0.48,0.8,4,39.3919597004308,37,0.9,52,0.4,0,0,0,0,0,0,"Unambiguous"
2.1,510.219839585999,"C21H37NO13","NO13","CHNO",21,37,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,511.227116038159,510.21921382544,1.22403632199393,1.22,510,509.650123555025,0.349876444975166,4,0.619047619047619,1.76190476190476,-9,39.3251146367385,35,0.9,44,0.8,0,0,0,0,0,0,"Unambiguous"
7.1,509.275676774002,"C27H42O9","O9","CHO",27,42,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,510.282953226162,509.27560648834,0.137738604722337,0.14,509,508.707015003659,0.292984996341431,7,0.333333333333333,1.55555555555556,-2,39.2525294569615,36,0.9,56,0.8,0,0,0,0,0,0,"Unambiguous"
8.3,509.239036664877,"C26H38O10","O10","CHO",26,38,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,510.246313117037,509.23922098304,-0.361233699065084,0.36,509,508.670415807207,0.329584192793334,8,0.384615384615385,1.46153846153846,-2,39.2497305719385,36,0.9,54,0.7,0,0,0,0,0,0,"Unambiguous"
2.2,509.224956622942,"C22H38O13","O13","CHO",22,38,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,510.232233075102,509.22396484994,1.94376783353375,1.94,509,508.656351487173,0.343648512827315,4,0.590909090909091,1.72727272727273,-9,39.2485570232385,35,0.9,46,0.8,0,0,0,0,0,0,"Unambiguous"
4.9,509.202506556079,"C25H34O11","O11","CHO",25,34,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,510.209783008239,509.20283547774,-0.644679250757749,0.64,509,508.633926488255,0.366073511745014,9,0.44,1.36,-2,39.2469316869154,36,0.9,52,0.7,0,0,0,0,0,0,"Unambiguous"
3.2,509.165986447312,"C24H30O12","O12","CHO",24,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,510.173262899472,509.16644997244,-0.908564133103643,0.91,509,508.597447158167,0.402552841833028,10,0.5,1.25,-2,39.2441328018923,36,0.9,50,0.6,0,0,0,0,0,0,"Unambiguous"
5.9,509.130306341046,"C23H26O13","O13","CHO",23,26,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,510.137582793206,509.13006446714,0.474134652763588,0.47,509,508.561806892626,0.438193107373593,11,0.565217391304348,1.1304347826087,-2,39.2413339168692,36,0.9,48,0.5,0,0,0,0,0,0,"Unambiguous"
2.3,509.109666279574,"C14H26N2O18","N2O18","CHNO",14,26,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,510.116942731734,509.11078559344,-2.19422993573585,2.19,509,508.541189878031,0.458810121968725,3,1.28571428571429,1.85714285714286,-15,39.2398509265846,34,0.9,30,0.9,0,0,0,0,0,0,"Unambiguous"
3,508.241013692468,"C22H39NO12","NO12","CHNO",22,39,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,509.248290144628,508.23994926694,2.09018969550038,2.09,508,507.673507236165,0.326492763834835,4,0.545454545454545,1.77272727272727,-8,39.1728635168538,35,0.9,46,0.8,0,0,0,0,0,0,"Unambiguous"
5.5,507.260580772448,"C27H40O9","O9","CHO",27,40,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,508.267857224608,507.25995642454,1.22838361620042,1.23,507,506.694169076302,0.305830923697556,8,0.333333333333333,1.48148148148148,-1,39.0974794520538,36,0.9,56,0.7,0,0,0,0,0,0,"Unambiguous"
6.7,507.246190729591,"C23H40O12","O12","CHO",23,40,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,508.253467181751,507.24470029144,2.93247020794872,2.93,507,506.679795101495,0.320204898504983,4,0.521739130434783,1.73913043478261,-8,39.0963059033539,35,0.9,48,0.8,0,0,0,0,0,0,"Unambiguous"
10,507.223350661566,"C26H36O10","O10","CHO",26,36,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,508.230627113726,507.22357091924,-0.433381347046113,0.43,507,506.656980536895,0.343019463105463,9,0.384615384615385,1.38461538461538,-1,39.0946805670308,36,0.9,54,0.7,0,0,0,0,0,0,"Unambiguous"
4.7,507.1876705553,"C25H32O11","O11","CHO",25,32,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,508.19494700746,507.18718541394,0.954636332040557,0.95,507,506.621340271354,0.378659728646085,10,0.44,1.28,-1,39.0918816820077,36,0.9,52,0.6,0,0,0,0,0,0,"Unambiguous"
1.9,507.151100446384,"C24H28O12","O12","CHO",24,28,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,508.158376898544,507.15079990864,0.591425345361679,0.59,507,506.584810996948,0.415189003052319,11,0.5,1.16666666666667,-1,39.0890827969846,36,0.9,50,0.6,0,0,0,0,0,0,"Unambiguous"
1.9,507.114180336425,"C23H24O13","O13","CHO",23,24,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,508.121456788585,507.11441440334,-0.460651508324866,0.46,507,506.547932112313,0.452067887686781,12,0.565217391304348,1.04347826086957,-1,39.0862839119615,36,0.9,48,0.5,0,0,0,0,0,0,"Unambiguous"
1.1,505.280774875999,"C28H42O8","O8","CHO",28,42,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,506.288051328159,505.28069186604,0.163957966434526,0.16,505,504.716573848804,0.283426151195954,8,0.285714285714286,1.5,0,38.9452283321692,36,0.9,58,0.7,0,0,0,0,0,0,"Unambiguous"
5.5,505.244484767917,"C27H38O9","O9","CHO",27,38,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,506.251761220077,505.24430636074,0.352408011784077,0.35,505,504.68032426258,0.3196757374198,9,0.333333333333333,1.40740740740741,0,38.9424294471462,36,0.9,56,0.7,0,0,0,0,0,0,"Unambiguous"
3.7,505.229924724553,"C23H38O12","O12","CHO",23,38,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,506.237201176713,505.22905022764,1.7274449813763,1.73,505,504.665780477091,0.334219522909393,5,0.521739130434783,1.65217391304348,-7,38.9412558984462,35,0.9,48,0.8,0,0,0,0,0,0,"Unambiguous"
6.5,505.208434660549,"C26H34O10","O10","CHO",26,34,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,506.215711112709,505.20792085544,1.01499241822737,1.01,505,504.644314409084,0.355685590915755,10,0.384615384615385,1.30769230769231,0,38.9396305621231,36,0.9,54,0.6,0,0,0,0,0,0,"Unambiguous"
1.1,505.19407461778,"C22H34O13","O13","CHO",22,34,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,506.20135106994,505.19266472234,2.78524630024596,2.79,505,504.629970400868,0.370029599132181,6,0.590909090909091,1.54545454545455,-7,38.9384570134231,35,0.9,46,0.7,0,0,0,0,0,0,"Unambiguous"
5.5,505.171254549815,"C25H30O11","O11","CHO",25,30,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,506.178531001975,505.17153535014,-0.554745623284941,0.55,505,504.607175813995,0.392824186005328,11,0.44,1.2,0,38.9368316771,36,0.9,52,0.6,0,0,0,0,0,0,"Unambiguous"
4.5,505.135304442745,"C24H26O12","O12","CHO",24,26,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,506.142580894905,505.13514984484,0.305443388909219,0.31,505,504.571265849135,0.428734150864727,12,0.5,1.08333333333333,0,38.9340327920769,36,0.9,50,0.5,0,0,0,0,0,0,"Unambiguous"
1.1,503.321699041291,"C26H48O9","O9","CHO",26,48,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,504.328975493451,503.32255667974,-1.70055358932207,1.7,503,502.759685535674,0.240314464326161,3,0.346153846153846,1.84615384615385,-6,38.7946025486077,35,0.9,54,0.9,0,0,0,0,0,0,"Unambiguous"
5.9,503.250138828163,"C24H40O11","O11","CHO",24,40,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,504.257415280323,503.24978566914,0.700354644767379,0.7,503,502.68820522732,0.311794772680457,5,0.458333333333333,1.66666666666667,-6,38.7890047785615,35,0.9,50,0.8,0,0,0,0,0,0,"Unambiguous"
5,503.214208721152,"C23H36O12","O12","CHO",23,36,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,504.221485173312,503.21340016384,1.6035756829384,1.6,503,502.652315240187,0.347684759812523,6,0.521739130434783,1.56521739130435,-6,38.7862058935385,35,0.9,48,0.8,0,0,0,0,0,0,"Unambiguous"
6.6,503.155408546028,"C25H28O11","O11","CHO",25,28,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,504.162684998188,503.15588528634,-0.945608086627981,0.95,503,502.593580721864,0.406419278136013,12,0.44,1.12,1,38.7817816721923,36,0.9,52,0.5,0,0,0,0,0,0,"Unambiguous"
2.3,503.083378331501,"C23H20O13","O13","CHO",23,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,504.090654783661,503.08311427574,0.523825939306832,0.52,503,502.521630936918,0.478369063082312,14,0.565217391304348,0.869565217391304,1,38.7761839021462,36,0.9,48,0.4,0,0,0,0,0,0,"Unambiguous"
1.7,502.215345746242,"C19H37NO14","NO14","CHNO",19,37,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,503.222622198402,502.21412844774,2.41900592001506,2.42,502,501.654567604599,0.345432395401474,2,0.736842105263158,1.94736842105263,-12,38.7093388384539,34,0.9,40,0.9,0,0,0,0,0,0,"Unambiguous"
1.4,501.30740304212,"C26H46O9","O9","CHO",26,46,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,502.31467949428,501.30690661594,0.988277269072893,0.99,501,500.74763871741,0.252361282589504,4,0.346153846153846,1.76923076923077,-5,38.6395525437,35,0.9,54,0.9,0,0,0,0,0,0,"Unambiguous"
6.9,501.27003293082,"C25H42O10","O10","CHO",25,42,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,502.27730938298,501.27052111064,-0.971932855629628,0.97,501,500.710310333911,0.289689666088691,5,0.4,1.68,-5,38.6367536586769,35,0.9,52,0.8,0,0,0,0,0,0,"Unambiguous"
12.3,501.234262824286,"C24H38O11","O11","CHO",24,38,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,502.241539276446,501.23413560534,0.253302318557868,0.25,501,500.674580168598,0.325419831402144,6,0.458333333333333,1.58333333333333,-5,38.6339547736538,35,0.9,50,0.8,0,0,0,0,0,0,"Unambiguous"
1.4,501.1967627126,"C23H34O12","O12","CHO",23,34,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,502.20403916476,501.19775010004,-1.96610812169091,1.97,501,500.637121929871,0.362878070128886,7,0.521739130434783,1.47826086956522,-5,38.6311558886308,35,0.9,48,0.7,0,0,0,0,0,0,"Unambiguous"
1.3,501.177802656131,"C26H30O10","O10","CHO",26,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,502.185079108291,501.17662072784,2.35357110430599,2.35,501,500.618183044371,0.38181695562912,12,0.384615384615385,1.15384615384615,2,38.6295305523077,36,0.9,54,0.6,0,0,0,0,0,0,"Unambiguous"
1.5,501.103252434099,"C24H22O12","O12","CHO",24,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,502.110528886259,501.10384971724,-1.18954514405779,1.19,501,500.543716065782,0.456283934217822,14,0.5,0.916666666666667,2,38.6239327822615,36,0.9,50,0.4,0,0,0,0,0,0,"Unambiguous"
27.2,500.272749960616,"C21H43NO12","NO12","CHNO",21,43,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,501.280026412776,500.27124939454,2.99346871374162,2.99,500,499.714140938781,0.285859061219242,1,0.571428571428571,2.04761904761905,-11,38.5598866035923,34,0.9,44,1,0,0,0,0,0,0,"Unambiguous"
1.7,500.226179821916,"C22H35N3O10","N3O10","CHNO",22,35,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,501.233456274076,500.22496790954,2.41786010312646,2.42,500,499.667622800714,0.332377199286043,7,0.454545454545455,1.59090909090909,-3,38.5563264893615,35,0.9,46,0.8,0,0,0,0,0,0,"Unambiguous"
1.1,499.291767726576,"C26H44O9","O9","CHO",26,44,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500.299044178736,499.29125655214,1.0217377820437,1.02,499,498.734254078267,0.265745921733185,5,0.346153846153846,1.69230769230769,-4,38.4845025387923,35,0.9,54,0.8,0,0,0,0,0,0,"Unambiguous"
1.2,499.277277687753,"C22H44O12","O12","CHO",22,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500.284554139913,499.27600041904,2.55308444520711,2.55,499,498.719780219151,0.280219780848824,1,0.545454545454545,2,-11,38.4833289900923,34,0.9,46,1,0,0,0,0,0,0,"Unambiguous"
10.4,499.218387529972,"C24H36O11","O11","CHO",24,36,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500.225663982132,499.21848554154,-0.195934705215546,0.2,499,498.660955818646,0.339044181353927,7,0.458333333333333,1.5,-4,38.4789047687461,35,0.9,50,0.7,0,0,0,0,0,0,"Unambiguous"
5.8,499.20364749048,"C20H36O14","O14","CHO",20,36,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500.21092394264,499.20322940844,0.835811494403356,0.84,499,498.646232238014,0.353767761986319,3,0.7,1.8,-11,38.4777312200462,34,0.9,42,0.9,0,0,0,0,0,0,"Unambiguous"
1.9,499.196657471752,"C27H32O9","O9","CHO",27,32,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500.203933923912,499.19735616934,-1.39682545627567,1.4,499,498.639250024403,0.360749975597003,12,0.333333333333333,1.18518518518519,3,38.4772794324231,36,0.9,56,0.6,0,0,0,0,0,0,"Unambiguous"
3.9,499.124347278015,"C25H24O11","O11","CHO",25,24,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500.131623730175,499.12458515874,-0.475636240242764,0.48,499,498.567020572874,0.432979427125588,14,0.44,0.96,3,38.4716816623769,36,0.9,52,0.5,0,0,0,0,0,0,"Unambiguous"
2.7,499.088117180945,"C24H20O12","O12","CHO",24,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500.095393633105,499.08819965344,-0.164913525850368,0.16,499,498.530830930655,0.469169069344957,15,0.5,0.833333333333333,3,38.4688827773538,36,0.9,50,0.4,0,0,0,0,0,0,"Unambiguous"
4,498.293365051607,"C22H45NO11","NO11","CHNO",22,45,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,499.300641503767,498.29198483604,2.76429760436534,2.76,498,497.736966228644,0.263033771355595,1,0.5,2.04545454545455,-10,38.4076354837077,34,0.9,46,1,0,0,0,0,0,0,"Unambiguous"
10.4,498.256794953627,"C21H41NO12","NO12","CHNO",21,41,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,499.264071405787,498.25559933074,2.39477053376253,2.39,498,497.700436965162,0.299563034837831,2,0.571428571428571,1.95238095238095,-10,38.4048365986846,34,0.9,44,0.9,0,0,0,0,0,0,"Unambiguous"
17.4,497.275702325036,"C26H42O9","O9","CHO",26,42,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,498.282978777196,497.27560648834,0.192333874927364,0.19,497,496.720439833365,0.279560166634781,6,0.346153846153846,1.61538461538462,-3,38.3294525338846,35,0.9,54,0.8,0,0,0,0,0,0,"Unambiguous"
9.8,497.238952226573,"C25H38O10","O10","CHO",25,38,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,498.246228678733,497.23922098304,-0.539404918833087,0.54,497,496.683730770391,0.31626922960919,7,0.4,1.52,-3,38.3266536488615,35,0.9,52,0.7,0,0,0,0,0,0,"Unambiguous"
