CitationYear,Citation,evaluationMetric,System,PageSource,Site,longitude,latitude,Sample,incubationTime_d,DOCf_mgL,DOCi_mgL,addedNutrients,TDNi_mgNL,DINi_mgNL,SRPi_mgPL,TDP_mgPL
1986,"Geller, A. (1986). Comparison of mechanisms enhancing biodegradability of refractory lake water constituents1. Limnology and Oceanography, 31(4), 755–764. https://doi.org/10.4319/lo.1986.31.4.0755",BDOC,Lake,758,"Mindelsee, Germany",9.023376,47.753886,Pseudomonas culture supplemented with original C macromolecules from winter lake sample,28,8.85,11.32,No,NA,NA,NA,NA
1986,"Geller, A. (1986). Comparison of mechanisms enhancing biodegradability of refractory lake water constituents1. Limnology and Oceanography, 31(4), 755–764. https://doi.org/10.4319/lo.1986.31.4.0755",BDOC,Lake,758,"Mindelsee, Germany",9.023376,47.753886,Pseudomonas culture supplemented with original C macromolecules from winter lake sample,42,9.39,11.32,No,NA,NA,NA,NA
1986,"Geller, A. (1986). Comparison of mechanisms enhancing biodegradability of refractory lake water constituents1. Limnology and Oceanography, 31(4), 755–764. https://doi.org/10.4319/lo.1986.31.4.0755",BDOC,Lake,758,"Mindelsee, Germany",9.023376,47.753886,Pseudomonas culture supplemented with aged C macromolecules from summer lake sample,7,5.41,6.18,No,NA,NA,NA,NA
1986,"Geller, A. (1986). Comparison of mechanisms enhancing biodegradability of refractory lake water constituents1. Limnology and Oceanography, 31(4), 755–764. https://doi.org/10.4319/lo.1986.31.4.0755",BDOC,Lake,758,"Mindelsee, Germany",9.023376,47.753886,Pseudomonas culture supplemented with aged C macromolecules from summer lake sample,14,4.69,6.18,No,NA,NA,NA,NA
1986,"Geller, A. (1986). Comparison of mechanisms enhancing biodegradability of refractory lake water constituents1. Limnology and Oceanography, 31(4), 755–764. https://doi.org/10.4319/lo.1986.31.4.0755",BDOC,Lake,758,"Mindelsee, Germany",9.023376,47.753886,Pseudomonas culture supplemented with aged C macromolecules from summer lake sample,28,4.95,6.18,No,NA,NA,NA,NA
1986,"Geller, A. (1986). Comparison of mechanisms enhancing biodegradability of refractory lake water constituents1. Limnology and Oceanography, 31(4), 755–764. https://doi.org/10.4319/lo.1986.31.4.0755",BDOC,Lake,758,"Mindelsee, Germany",9.023376,47.753886,Pseudomonas culture supplemented with aged C macromolecules from summer lake sample,42,5.11,6.18,No,NA,NA,NA,NA
1986,"Geller, A. (1986). Comparison of mechanisms enhancing biodegradability of refractory lake water constituents1. Limnology and Oceanography, 31(4), 755–764. https://doi.org/10.4319/lo.1986.31.4.0755",BDOC,Lake,758,"Mindelsee, Germany",9.023376,47.753886,Pseudomonas culture supplemented with original C macromolecules from summer lake sample,7,8.86,9.79,No,NA,NA,NA,NA
1986,"Geller, A. (1986). Comparison of mechanisms enhancing biodegradability of refractory lake water constituents1. Limnology and Oceanography, 31(4), 755–764. https://doi.org/10.4319/lo.1986.31.4.0755",BDOC,Lake,758,"Mindelsee, Germany",9.023376,47.753886,Pseudomonas culture supplemented with original C macromolecules from summer lake sample,14,9.06,9.79,No,NA,NA,NA,NA
1986,"Geller, A. (1986). Comparison of mechanisms enhancing biodegradability of refractory lake water constituents1. Limnology and Oceanography, 31(4), 755–764. https://doi.org/10.4319/lo.1986.31.4.0755",BDOC,Lake,758,"Mindelsee, Germany",9.023376,47.753886,Pseudomonas culture supplemented with original C macromolecules from summer lake sample,28,8.75,9.79,No,NA,NA,NA,NA
1986,"Geller, A. (1986). Comparison of mechanisms enhancing biodegradability of refractory lake water constituents1. Limnology and Oceanography, 31(4), 755–764. https://doi.org/10.4319/lo.1986.31.4.0755",BDOC,Lake,758,"Mindelsee, Germany",9.023376,47.753886,Pseudomonas culture supplemented with original C macromolecules from summer lake sample,42,8.76,9.79,No,NA,NA,NA,NA
1986,"Geller, A. (1986). Comparison of mechanisms enhancing biodegradability of refractory lake water constituents1. Limnology and Oceanography, 31(4), 755–764. https://doi.org/10.4319/lo.1986.31.4.0755",BDOC,Lake,758,"Mindelsee, Germany",9.023376,47.753886,Erwinia culture supplemented with aged C macromolecules from winter lake sample,7,10.85,11.9,No,NA,NA,NA,NA
1986,"Geller, A. (1986). Comparison of mechanisms enhancing biodegradability of refractory lake water constituents1. Limnology and Oceanography, 31(4), 755–764. https://doi.org/10.4319/lo.1986.31.4.0755",BDOC,Lake,758,"Mindelsee, Germany",9.023376,47.753886,Erwinia culture supplemented with aged C macromolecules from winter lake sample,14,10.95,11.9,No,NA,NA,NA,NA
1986,"Geller, A. (1986). Comparison of mechanisms enhancing biodegradability of refractory lake water constituents1. Limnology and Oceanography, 31(4), 755–764. https://doi.org/10.4319/lo.1986.31.4.0755",BDOC,Lake,758,"Mindelsee, Germany",9.023376,47.753886,Erwinia culture supplemented with aged C macromolecules from winter lake sample,28,10.01,11.9,No,NA,NA,NA,NA
1986,"Geller, A. (1986). Comparison of mechanisms enhancing biodegradability of refractory lake water constituents1. Limnology and Oceanography, 31(4), 755–764. https://doi.org/10.4319/lo.1986.31.4.0755",BDOC,Lake,758,"Mindelsee, Germany",9.023376,47.753886,Erwinia culture supplemented with aged C macromolecules from winter lake sample,42,9.73,11.9,No,NA,NA,NA,NA
1986,"Geller, A. (1986). Comparison of mechanisms enhancing biodegradability of refractory lake water constituents1. Limnology and Oceanography, 31(4), 755–764. https://doi.org/10.4319/lo.1986.31.4.0755",BDOC,Lake,758,"Mindelsee, Germany",9.023376,47.753886,Erwinia culture supplemented with original C macromolecules from winter lake sample,7,10.18,11.83,No,NA,NA,NA,NA
1986,"Geller, A. (1986). Comparison of mechanisms enhancing biodegradability of refractory lake water constituents1. Limnology and Oceanography, 31(4), 755–764. https://doi.org/10.4319/lo.1986.31.4.0755",BDOC,Lake,758,"Mindelsee, Germany",9.023376,47.753886,Erwinia culture supplemented with original C macromolecules from winter lake sample,14,11.04,11.83,No,NA,NA,NA,NA
1986,"Geller, A. (1986). Comparison of mechanisms enhancing biodegradability of refractory lake water constituents1. Limnology and Oceanography, 31(4), 755–764. https://doi.org/10.4319/lo.1986.31.4.0755",BDOC,Lake,758,"Mindelsee, Germany",9.023376,47.753886,Erwinia culture supplemented with original C macromolecules from winter lake sample,28,10.4,11.83,No,NA,NA,NA,NA
1986,"Geller, A. (1986). Comparison of mechanisms enhancing biodegradability of refractory lake water constituents1. Limnology and Oceanography, 31(4), 755–764. https://doi.org/10.4319/lo.1986.31.4.0755",BDOC,Lake,758,"Mindelsee, Germany",9.023376,47.753886,Erwinia culture supplemented with original C macromolecules from winter lake sample,42,10.27,11.83,No,NA,NA,NA,NA
1986,"Geller, A. (1986). Comparison of mechanisms enhancing biodegradability of refractory lake water constituents1. Limnology and Oceanography, 31(4), 755–764. https://doi.org/10.4319/lo.1986.31.4.0755",BDOC,Lake,758,"Mindelsee, Germany",9.023376,47.753886,Erwinia culture supplemented with aged C macromolecules from summer lake sample,7,4.9,6.2,No,NA,NA,NA,NA
1986,"Geller, A. (1986). Comparison of mechanisms enhancing biodegradability of refractory lake water constituents1. Limnology and Oceanography, 31(4), 755–764. https://doi.org/10.4319/lo.1986.31.4.0755",BDOC,Lake,758,"Mindelsee, Germany",9.023376,47.753886,Erwinia culture supplemented with aged C macromolecules from summer lake sample,14,5.25,6.2,No,NA,NA,NA,NA
1986,"Geller, A. (1986). Comparison of mechanisms enhancing biodegradability of refractory lake water constituents1. Limnology and Oceanography, 31(4), 755–764. https://doi.org/10.4319/lo.1986.31.4.0755",BDOC,Lake,758,"Mindelsee, Germany",9.023376,47.753886,Erwinia culture supplemented with aged C macromolecules from summer lake sample,28,5.07,6.2,No,NA,NA,NA,NA
1986,"Geller, A. (1986). Comparison of mechanisms enhancing biodegradability of refractory lake water constituents1. Limnology and Oceanography, 31(4), 755–764. https://doi.org/10.4319/lo.1986.31.4.0755",BDOC,Lake,758,"Mindelsee, Germany",9.023376,47.753886,Erwinia culture supplemented with aged C macromolecules from summer lake sample,42,4.89,6.2,No,NA,NA,NA,NA
1986,"Geller, A. (1986). Comparison of mechanisms enhancing biodegradability of refractory lake water constituents1. Limnology and Oceanography, 31(4), 755–764. https://doi.org/10.4319/lo.1986.31.4.0755",BDOC,Lake,758,"Mindelsee, Germany",9.023376,47.753886,Erwinia culture supplemented with original C macromolecules from summer lake sample,7,6.35,7.67,No,NA,NA,NA,NA
1986,"Geller, A. (1986). Comparison of mechanisms enhancing biodegradability of refractory lake water constituents1. Limnology and Oceanography, 31(4), 755–764. https://doi.org/10.4319/lo.1986.31.4.0755",BDOC,Lake,758,"Mindelsee, Germany",9.023376,47.753886,Erwinia culture supplemented with original C macromolecules from summer lake sample,14,6.12,7.67,No,NA,NA,NA,NA
1986,"Geller, A. (1986). Comparison of mechanisms enhancing biodegradability of refractory lake water constituents1. Limnology and Oceanography, 31(4), 755–764. https://doi.org/10.4319/lo.1986.31.4.0755",BDOC,Lake,758,"Mindelsee, Germany",9.023376,47.753886,Erwinia culture supplemented with original C macromolecules from summer lake sample,28,6.19,7.67,No,NA,NA,NA,NA
1986,"Geller, A. (1986). Comparison of mechanisms enhancing biodegradability of refractory lake water constituents1. Limnology and Oceanography, 31(4), 755–764. https://doi.org/10.4319/lo.1986.31.4.0755",BDOC,Lake,758,"Mindelsee, Germany",9.023376,47.753886,Erwinia culture supplemented with original C macromolecules from summer lake sample,42,6.01,7.67,No,NA,NA,NA,NA
1991,"Markosova, R. (1991). Growth of Bacterioplankton on Dissolved Organic Carbon in Hamilton Harbour and Western Lake Ontario. Water Quality Research Journal, 26(2), 173–186. Retrieved from https://doi.org/10.2166/wqrj.1991.011",BDOC,Lake,178,"Lake Ontario, Ontario, Canada",-79.874819,43.278489,Windermere Basin in Hamilton Harbor,1,14.12,20.57,No,NA,NA,NA,NA
1991,"Markosova, R. (1991). Growth of Bacterioplankton on Dissolved Organic Carbon in Hamilton Harbour and Western Lake Ontario. Water Quality Research Journal, 26(2), 173–186. Retrieved from https://doi.org/10.2166/wqrj.1991.011",BDOC,Lake,178,"Lake Ontario, Ontario, Canada",-79.874819,43.278489,Windermere Basin in Hamilton Harbor,2,9.25,20.57,No,NA,NA,NA,NA
1991,"Markosova, R. (1991). Growth of Bacterioplankton on Dissolved Organic Carbon in Hamilton Harbour and Western Lake Ontario. Water Quality Research Journal, 26(2), 173–186. Retrieved from https://doi.org/10.2166/wqrj.1991.011",BDOC,Lake,178,"Lake Ontario, Ontario, Canada",-79.874819,43.278489,Windermere Basin in Hamilton Harbor,3,6.98,20.57,No,NA,NA,NA,NA
1991,"Markosova, R. (1991). Growth of Bacterioplankton on Dissolved Organic Carbon in Hamilton Harbour and Western Lake Ontario. Water Quality Research Journal, 26(2), 173–186. Retrieved from https://doi.org/10.2166/wqrj.1991.011",BDOC,Lake,178,"Lake Ontario, Ontario, Canada",-79.874819,43.278489,Windermere Basin in Hamilton Harbor,5,5.4,20.57,No,NA,NA,NA,NA
1991,"Markosova, R. (1991). Growth of Bacterioplankton on Dissolved Organic Carbon in Hamilton Harbour and Western Lake Ontario. Water Quality Research Journal, 26(2), 173–186. Retrieved from https://doi.org/10.2166/wqrj.1991.011",BDOC,Lake,178,"Lake Ontario, Ontario, Canada",-79.874819,43.278489,Windermere Basin in Hamilton Harbor,8,5.04,20.57,No,NA,NA,NA,NA
1991,"Markosova, R. (1991). Growth of Bacterioplankton on Dissolved Organic Carbon in Hamilton Harbour and Western Lake Ontario. Water Quality Research Journal, 26(2), 173–186. Retrieved from https://doi.org/10.2166/wqrj.1991.011",BDOC,Lake,178,"Lake Ontario, Ontario, Canada",-79.874819,43.278489,Windermere Basin in Hamilton Harbor,10,4.92,20.57,No,NA,NA,NA,NA
1991,"Markosova, R. (1991). Growth of Bacterioplankton on Dissolved Organic Carbon in Hamilton Harbour and Western Lake Ontario. Water Quality Research Journal, 26(2), 173–186. Retrieved from https://doi.org/10.2166/wqrj.1991.011",BDOC,Lake,178,"Lake Ontario, Ontario, Canada",-79.874819,43.278489,Windermere Basin in Hamilton Harbor,12,4.93,20.57,No,NA,NA,NA,NA
1991,"Markosova, R. (1991). Growth of Bacterioplankton on Dissolved Organic Carbon in Hamilton Harbour and Western Lake Ontario. Water Quality Research Journal, 26(2), 173–186. Retrieved from https://doi.org/10.2166/wqrj.1991.011",BDOC,Lake,178,"Lake Ontario, Ontario, Canada",-79.81846,43.287211,STELCO Plant in Hamilton Harbor,1,10.13,16.14,No,NA,NA,NA,NA
1991,"Markosova, R. (1991). Growth of Bacterioplankton on Dissolved Organic Carbon in Hamilton Harbour and Western Lake Ontario. Water Quality Research Journal, 26(2), 173–186. Retrieved from https://doi.org/10.2166/wqrj.1991.011",BDOC,Lake,178,"Lake Ontario, Ontario, Canada",-79.81846,43.287211,STELCO Plant in Hamilton Harbor,2,8.11,16.14,No,NA,NA,NA,NA
1991,"Markosova, R. (1991). Growth of Bacterioplankton on Dissolved Organic Carbon in Hamilton Harbour and Western Lake Ontario. Water Quality Research Journal, 26(2), 173–186. Retrieved from https://doi.org/10.2166/wqrj.1991.011",BDOC,Lake,178,"Lake Ontario, Ontario, Canada",-79.81846,43.287211,STELCO Plant in Hamilton Harbor,3,7.48,16.14,No,NA,NA,NA,NA
1991,"Markosova, R. (1991). Growth of Bacterioplankton on Dissolved Organic Carbon in Hamilton Harbour and Western Lake Ontario. Water Quality Research Journal, 26(2), 173–186. Retrieved from https://doi.org/10.2166/wqrj.1991.011",BDOC,Lake,178,"Lake Ontario, Ontario, Canada",-79.81846,43.287211,STELCO Plant in Hamilton Harbor,5,7.62,16.14,No,NA,NA,NA,NA
1991,"Markosova, R. (1991). Growth of Bacterioplankton on Dissolved Organic Carbon in Hamilton Harbour and Western Lake Ontario. Water Quality Research Journal, 26(2), 173–186. Retrieved from https://doi.org/10.2166/wqrj.1991.011",BDOC,Lake,178,"Lake Ontario, Ontario, Canada",-79.81846,43.287211,STELCO Plant in Hamilton Harbor,8,7.38,16.14,No,NA,NA,NA,NA
1991,"Markosova, R. (1991). Growth of Bacterioplankton on Dissolved Organic Carbon in Hamilton Harbour and Western Lake Ontario. Water Quality Research Journal, 26(2), 173–186. Retrieved from https://doi.org/10.2166/wqrj.1991.011",BDOC,Lake,178,"Lake Ontario, Ontario, Canada",-79.81846,43.287211,STELCO Plant in Hamilton Harbor,10,7.2,16.14,No,NA,NA,NA,NA
1991,"Markosova, R. (1991). Growth of Bacterioplankton on Dissolved Organic Carbon in Hamilton Harbour and Western Lake Ontario. Water Quality Research Journal, 26(2), 173–186. Retrieved from https://doi.org/10.2166/wqrj.1991.011",BDOC,Lake,178,"Lake Ontario, Ontario, Canada",-79.81846,43.287211,STELCO Plant in Hamilton Harbor,12,7.33,16.14,No,NA,NA,NA,NA
1991,"Markosova, R. (1991). Growth of Bacterioplankton on Dissolved Organic Carbon in Hamilton Harbour and Western Lake Ontario. Water Quality Research Journal, 26(2), 173–186. Retrieved from https://doi.org/10.2166/wqrj.1991.011",BDOC,Lake,178,"Lake Ontario, Ontario, Canada",-79.771593,43.304127,"Lake Ontario, northwest of Hamilton and adjacent to Burlington",1,8.93,11.01,No,NA,NA,NA,NA
1991,"Markosova, R. (1991). Growth of Bacterioplankton on Dissolved Organic Carbon in Hamilton Harbour and Western Lake Ontario. Water Quality Research Journal, 26(2), 173–186. Retrieved from https://doi.org/10.2166/wqrj.1991.011",BDOC,Lake,178,"Lake Ontario, Ontario, Canada",-79.771593,43.304127,"Lake Ontario, northwest of Hamilton and adjacent to Burlington",2,7.1,11.01,No,NA,NA,NA,NA
1991,"Markosova, R. (1991). Growth of Bacterioplankton on Dissolved Organic Carbon in Hamilton Harbour and Western Lake Ontario. Water Quality Research Journal, 26(2), 173–186. Retrieved from https://doi.org/10.2166/wqrj.1991.011",BDOC,Lake,178,"Lake Ontario, Ontario, Canada",-79.771593,43.304127,"Lake Ontario, northwest of Hamilton and adjacent to Burlington",3,5.71,11.01,No,NA,NA,NA,NA
1991,"Markosova, R. (1991). Growth of Bacterioplankton on Dissolved Organic Carbon in Hamilton Harbour and Western Lake Ontario. Water Quality Research Journal, 26(2), 173–186. Retrieved from https://doi.org/10.2166/wqrj.1991.011",BDOC,Lake,178,"Lake Ontario, Ontario, Canada",-79.771593,43.304127,"Lake Ontario, northwest of Hamilton and adjacent to Burlington",5,4.77,11.01,No,NA,NA,NA,NA
1991,"Markosova, R. (1991). Growth of Bacterioplankton on Dissolved Organic Carbon in Hamilton Harbour and Western Lake Ontario. Water Quality Research Journal, 26(2), 173–186. Retrieved from https://doi.org/10.2166/wqrj.1991.011",BDOC,Lake,178,"Lake Ontario, Ontario, Canada",-79.771593,43.304127,"Lake Ontario, northwest of Hamilton and adjacent to Burlington",8,4.4,11.01,No,NA,NA,NA,NA
1991,"Markosova, R. (1991). Growth of Bacterioplankton on Dissolved Organic Carbon in Hamilton Harbour and Western Lake Ontario. Water Quality Research Journal, 26(2), 173–186. Retrieved from https://doi.org/10.2166/wqrj.1991.011",BDOC,Lake,178,"Lake Ontario, Ontario, Canada",-79.771593,43.304127,"Lake Ontario, northwest of Hamilton and adjacent to Burlington",10,4.29,11.01,No,NA,NA,NA,NA
1991,"Markosova, R. (1991). Growth of Bacterioplankton on Dissolved Organic Carbon in Hamilton Harbour and Western Lake Ontario. Water Quality Research Journal, 26(2), 173–186. Retrieved from https://doi.org/10.2166/wqrj.1991.011",BDOC,Lake,178,"Lake Ontario, Ontario, Canada",-79.771593,43.304127,"Lake Ontario, northwest of Hamilton and adjacent to Burlington",12,4.23,11.01,No,NA,NA,NA,NA
1999,"Weiss, M., & Simon, M. (1999). Consumption of labile dissolved organic matter by limnetic bacterioplankton: the relative significance of amino acids and carbohydrates. Aquatic Microbial Ecology, 17, 1–12. https://doi.org/10.3354/ame017001",deltaDOC,Lake,5,"Lake Constance, bordering Austria, Germany, and Switzerland",9.407099,47.612637,Lakewater collected on 5/3/1994,1,2.21,2.34,No,NA,NA,NA,NA
1999,"Weiss, M., & Simon, M. (1999). Consumption of labile dissolved organic matter by limnetic bacterioplankton: the relative significance of amino acids and carbohydrates. Aquatic Microbial Ecology, 17, 1–12. https://doi.org/10.3354/ame017001",deltaDOC,Lake,5,"Lake Constance, bordering Austria, Germany, and Switzerland",9.407099,47.612637,Lakewater collected on 5/3/1994,2,2.03,2.34,No,NA,NA,NA,NA
1999,"Weiss, M., & Simon, M. (1999). Consumption of labile dissolved organic matter by limnetic bacterioplankton: the relative significance of amino acids and carbohydrates. Aquatic Microbial Ecology, 17, 1–12. https://doi.org/10.3354/ame017001",deltaDOC,Lake,5,"Lake Constance, bordering Austria, Germany, and Switzerland",9.407099,47.612637,Lakewater collected on 5/3/1994,3,1.89,2.34,No,NA,NA,NA,NA
1999,"Weiss, M., & Simon, M. (1999). Consumption of labile dissolved organic matter by limnetic bacterioplankton: the relative significance of amino acids and carbohydrates. Aquatic Microbial Ecology, 17, 1–12. https://doi.org/10.3354/ame017001",deltaDOC,Lake,5,"Lake Constance, bordering Austria, Germany, and Switzerland",9.407099,47.612637,Lakewater collected on 5/3/1994,4,1.82,2.34,No,NA,NA,NA,NA
1999,"Weiss, M., & Simon, M. (1999). Consumption of labile dissolved organic matter by limnetic bacterioplankton: the relative significance of amino acids and carbohydrates. Aquatic Microbial Ecology, 17, 1–12. https://doi.org/10.3354/ame017001",deltaDOC,Lake,5,"Lake Constance, bordering Austria, Germany, and Switzerland",9.407099,47.612637,Lakewater collected on 6/14/1994,1,1.54,1.64,No,NA,NA,NA,NA
1999,"Weiss, M., & Simon, M. (1999). Consumption of labile dissolved organic matter by limnetic bacterioplankton: the relative significance of amino acids and carbohydrates. Aquatic Microbial Ecology, 17, 1–12. https://doi.org/10.3354/ame017001",deltaDOC,Lake,5,"Lake Constance, bordering Austria, Germany, and Switzerland",9.407099,47.612637,Lakewater collected on 6/14/1994,2,1.42,1.64,No,NA,NA,NA,NA
1999,"Weiss, M., & Simon, M. (1999). Consumption of labile dissolved organic matter by limnetic bacterioplankton: the relative significance of amino acids and carbohydrates. Aquatic Microbial Ecology, 17, 1–12. https://doi.org/10.3354/ame017001",deltaDOC,Lake,5,"Lake Constance, bordering Austria, Germany, and Switzerland",9.407099,47.612637,Lakewater collected on 6/14/1994,3,1.48,1.64,No,NA,NA,NA,NA
1999,"Weiss, M., & Simon, M. (1999). Consumption of labile dissolved organic matter by limnetic bacterioplankton: the relative significance of amino acids and carbohydrates. Aquatic Microbial Ecology, 17, 1–12. https://doi.org/10.3354/ame017001",deltaDOC,Lake,5,"Lake Constance, bordering Austria, Germany, and Switzerland",9.407099,47.612637,Lakewater collected on 6/14/1994,4,1.32,1.64,No,NA,NA,NA,NA
1992,"Findlay, S., Pace, M., Lints, D., & Howe, K. (1992). Bacterial metabolism of organic carbon in the tidal freshwater Hudson Estuary. Marine Ecology Progress Series, 89, 147–153. https://doi.org/10.3354/meps089147",deltaDOC,Estuary,150,"Hudson River, New York, USA",-73.945805,41.699507,Hudson River control sample,1,1.34,1.44,No,NA,NA,NA,NA
1992,"Findlay, S., Pace, M., Lints, D., & Howe, K. (1992). Bacterial metabolism of organic carbon in the tidal freshwater Hudson Estuary. Marine Ecology Progress Series, 89, 147–153. https://doi.org/10.3354/meps089147",deltaDOC,Estuary,150,"Hudson River, New York, USA",-73.945805,41.699507,Hudson River control sample,2,1.86,1.44,No,NA,NA,NA,NA
1992,"Findlay, S., Pace, M., Lints, D., & Howe, K. (1992). Bacterial metabolism of organic carbon in the tidal freshwater Hudson Estuary. Marine Ecology Progress Series, 89, 147–153. https://doi.org/10.3354/meps089147",deltaDOC,Estuary,150,"Hudson River, New York, USA",-73.945805,41.699507,Hudson River control sample,3,2.52,1.44,No,NA,NA,NA,NA
1992,"Findlay, S., Pace, M., Lints, D., & Howe, K. (1992). Bacterial metabolism of organic carbon in the tidal freshwater Hudson Estuary. Marine Ecology Progress Series, 89, 147–153. https://doi.org/10.3354/meps089147",deltaDOC,Estuary,150,"Hudson River, New York, USA",-73.945805,41.699507,Hudson River control sample,4,0.79,1.44,No,NA,NA,NA,NA
1992,"Findlay, S., Pace, M., Lints, D., & Howe, K. (1992). Bacterial metabolism of organic carbon in the tidal freshwater Hudson Estuary. Marine Ecology Progress Series, 89, 147–153. https://doi.org/10.3354/meps089147",deltaDOC,Estuary,150,"Hudson River, New York, USA",-73.945805,41.699507,Hudson River plus carbon derived from Typha angustifolia cattails,1,2.96,6.55,No,NA,NA,NA,NA
1992,"Findlay, S., Pace, M., Lints, D., & Howe, K. (1992). Bacterial metabolism of organic carbon in the tidal freshwater Hudson Estuary. Marine Ecology Progress Series, 89, 147–153. https://doi.org/10.3354/meps089147",deltaDOC,Estuary,150,"Hudson River, New York, USA",-73.945805,41.699507,Hudson River plus carbon derived from Typha angustifolia cattails,2,4.64,6.55,No,NA,NA,NA,NA
1992,"Findlay, S., Pace, M., Lints, D., & Howe, K. (1992). Bacterial metabolism of organic carbon in the tidal freshwater Hudson Estuary. Marine Ecology Progress Series, 89, 147–153. https://doi.org/10.3354/meps089147",deltaDOC,Estuary,150,"Hudson River, New York, USA",-73.945805,41.699507,Hudson River plus carbon derived from Typha angustifolia cattails,3,5.4,6.55,No,NA,NA,NA,NA
1992,"Findlay, S., Pace, M., Lints, D., & Howe, K. (1992). Bacterial metabolism of organic carbon in the tidal freshwater Hudson Estuary. Marine Ecology Progress Series, 89, 147–153. https://doi.org/10.3354/meps089147",deltaDOC,Estuary,150,"Hudson River, New York, USA",-73.945805,41.699507,Hudson River plus carbon derived from Typha angustifolia cattails,4,4.12,6.55,No,NA,NA,NA,NA
1992,"Findlay, S., Pace, M., Lints, D., & Howe, K. (1992). Bacterial metabolism of organic carbon in the tidal freshwater Hudson Estuary. Marine Ecology Progress Series, 89, 147–153. https://doi.org/10.3354/meps089147",deltaDOC,Estuary,150,"Hudson River, New York, USA",-73.945805,41.699507,Hudson River plus carbon derived from Vallisneria americana wild celery,1,1.7,5.14,No,NA,NA,NA,NA
1992,"Findlay, S., Pace, M., Lints, D., & Howe, K. (1992). Bacterial metabolism of organic carbon in the tidal freshwater Hudson Estuary. Marine Ecology Progress Series, 89, 147–153. https://doi.org/10.3354/meps089147",deltaDOC,Estuary,150,"Hudson River, New York, USA",-73.945805,41.699507,Hudson River plus carbon derived from Vallisneria americana wild celery,2,2.18,5.14,No,NA,NA,NA,NA
1992,"Findlay, S., Pace, M., Lints, D., & Howe, K. (1992). Bacterial metabolism of organic carbon in the tidal freshwater Hudson Estuary. Marine Ecology Progress Series, 89, 147–153. https://doi.org/10.3354/meps089147",deltaDOC,Estuary,150,"Hudson River, New York, USA",-73.945805,41.699507,Hudson River plus carbon derived from Vallisneria americana wild celery,3,3.72,5.14,No,NA,NA,NA,NA
1992,"Findlay, S., Pace, M., Lints, D., & Howe, K. (1992). Bacterial metabolism of organic carbon in the tidal freshwater Hudson Estuary. Marine Ecology Progress Series, 89, 147–153. https://doi.org/10.3354/meps089147",deltaDOC,Estuary,150,"Hudson River, New York, USA",-73.945805,41.699507,Hudson River plus carbon derived from Vallisneria americana wild celery,4,1.39,5.14,No,NA,NA,NA,NA
1993,"Kroer, N. (1993). Bacterial growth efficiency on natural dissolved organic matter. Limnology and Oceanography, 38(6), 1282–1290. https://doi.org/10.4319/lo.1993.38.6.1282",deltaDOC,Marine,1285,"Gulf of Mexico, south of Pensacola, Florida, USA",-87.27723,30.277206,"Gulf of Mexico water, flask replicate 1",1.07,4.42,4.47,No,NA,NA,NA,NA
1993,"Kroer, N. (1993). Bacterial growth efficiency on natural dissolved organic matter. Limnology and Oceanography, 38(6), 1282–1290. https://doi.org/10.4319/lo.1993.38.6.1282",deltaDOC,Marine,1285,"Gulf of Mexico, south of Pensacola, Florida, USA",-87.27723,30.277206,"Gulf of Mexico water, flask replicate 1",1.63,4.2,4.47,No,NA,NA,NA,NA
1993,"Kroer, N. (1993). Bacterial growth efficiency on natural dissolved organic matter. Limnology and Oceanography, 38(6), 1282–1290. https://doi.org/10.4319/lo.1993.38.6.1282",deltaDOC,Marine,1285,"Gulf of Mexico, south of Pensacola, Florida, USA",-87.27723,30.277206,"Gulf of Mexico water, flask replicate 1",2,4.27,4.47,No,NA,NA,NA,NA
1993,"Kroer, N. (1993). Bacterial growth efficiency on natural dissolved organic matter. Limnology and Oceanography, 38(6), 1282–1290. https://doi.org/10.4319/lo.1993.38.6.1282",deltaDOC,Marine,1285,"Gulf of Mexico, south of Pensacola, Florida, USA",-87.27723,30.277206,"Gulf of Mexico water, flask replicate 1",2.92,4.19,4.47,No,NA,NA,NA,NA
1993,"Kroer, N. (1993). Bacterial growth efficiency on natural dissolved organic matter. Limnology and Oceanography, 38(6), 1282–1290. https://doi.org/10.4319/lo.1993.38.6.1282",deltaDOC,Marine,1285,"Gulf of Mexico, south of Pensacola, Florida, USA",-87.27723,30.277206,"Gulf of Mexico water, flask replicate 1",4.01,4.1,4.47,No,NA,NA,NA,NA
1993,"Kroer, N. (1993). Bacterial growth efficiency on natural dissolved organic matter. Limnology and Oceanography, 38(6), 1282–1290. https://doi.org/10.4319/lo.1993.38.6.1282",deltaDOC,Marine,1285,"Gulf of Mexico, south of Pensacola, Florida, USA",-87.27723,30.277206,"Gulf of Mexico water, flask replicate 2",1.06,4.68,4.64,No,NA,NA,NA,NA
1993,"Kroer, N. (1993). Bacterial growth efficiency on natural dissolved organic matter. Limnology and Oceanography, 38(6), 1282–1290. https://doi.org/10.4319/lo.1993.38.6.1282",deltaDOC,Marine,1285,"Gulf of Mexico, south of Pensacola, Florida, USA",-87.27723,30.277206,"Gulf of Mexico water, flask replicate 2",1.62,4.31,4.64,No,NA,NA,NA,NA
