CitationYear,Citation,evaluationMetric,System,PageSource,Site,longitude,latitude,Sample,incubationTime_d,DOCf_mgL,DOCi_mgL,addedNutrients,TDNi_mgNL,DINi_mgNL,SRPi_mgPL,TDP_mgPL
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.4484,42.12556,"Fluvia river network, A_pool",0.25,3.84,3.9,No,1.5,NA,NA,NA
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.4484,42.12556,"Fluvia river network, A_pool",0.75,4.02,3.9,No,1.5,NA,NA,NA
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.4484,42.12556,"Fluvia river network, A_pool",2,4.02,3.9,No,1.5,NA,NA,NA
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.4484,42.12556,"Fluvia river network, A_pool",4,3.68,3.9,No,1.5,NA,NA,NA
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.4484,42.12556,"Fluvia river network, A_pool",7,3.55,3.9,No,1.5,NA,NA,NA
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.4484,42.12556,"Fluvia river network, A_pool",14,3.29,3.9,No,1.5,NA,NA,NA
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.4484,42.12556,"Fluvia river network, A_pool",28,3.21,3.9,No,1.5,NA,NA,NA
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.4484,42.12556,"Fluvia river network, A_pool",65,2.88,3.9,No,1.5,NA,NA,NA
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.44992,42.12949,"Fluvia river network, B_pool",0.25,4.14,4.2,No,1.5,NA,NA,NA
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.44992,42.12949,"Fluvia river network, B_pool",0.75,3.96,4.2,No,1.5,NA,NA,NA
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.44992,42.12949,"Fluvia river network, B_pool",2,3.99,4.2,No,1.5,NA,NA,NA
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.44992,42.12949,"Fluvia river network, B_pool",7,3.7,4.2,No,1.5,NA,NA,NA
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.44992,42.12949,"Fluvia river network, B_pool",14,3.38,4.2,No,1.5,NA,NA,NA
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.44992,42.12949,"Fluvia river network, B_pool",28,3.32,4.2,No,1.5,NA,NA,NA
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.44992,42.12949,"Fluvia river network, B_pool",65,2.86,4.2,No,1.5,NA,NA,NA
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.44996,42.14338,"Fluvia river network, C_Run",0.25,1.22,1.3,No,3.6,NA,NA,NA
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.44996,42.14338,"Fluvia river network, C_Run",0.75,1.19,1.3,No,3.6,NA,NA,NA
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.44996,42.14338,"Fluvia river network, C_Run",2,1.16,1.3,No,3.6,NA,NA,NA
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.44996,42.14338,"Fluvia river network, C_Run",4,1.03,1.3,No,3.6,NA,NA,NA
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.44996,42.14338,"Fluvia river network, C_Run",7,0.96,1.3,No,3.6,NA,NA,NA
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.44996,42.14338,"Fluvia river network, C_Run",14,0.85,1.3,No,3.6,NA,NA,NA
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.44996,42.14338,"Fluvia river network, C_Run",28,0.89,1.3,No,3.6,NA,NA,NA
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.44996,42.14338,"Fluvia river network, C_Run",65,0.75,1.3,No,3.6,NA,NA,NA
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.45435,42.15285,"Fluvia river network, D_Run",0.25,1.4,1.5,No,4.9,NA,NA,NA
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.45435,42.15285,"Fluvia river network, D_Run",0.75,1.37,1.5,No,4.9,NA,NA,NA
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.45435,42.15285,"Fluvia river network, D_Run",2,1.09,1.5,No,4.9,NA,NA,NA
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.45435,42.15285,"Fluvia river network, D_Run",4,1.06,1.5,No,4.9,NA,NA,NA
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.45435,42.15285,"Fluvia river network, D_Run",7,0.99,1.5,No,4.9,NA,NA,NA
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.45435,42.15285,"Fluvia river network, D_Run",14,0.8,1.5,No,4.9,NA,NA,NA
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.45435,42.15285,"Fluvia river network, D_Run",65,0.82,1.5,No,4.9,NA,NA,NA
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.4678,42.174,"Fluvia river network, E_Wtail",0.25,2.4,2.4,No,2.9,NA,NA,NA
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.4678,42.174,"Fluvia river network, E_Wtail",0.75,2.37,2.4,No,2.9,NA,NA,NA
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.4678,42.174,"Fluvia river network, E_Wtail",2,2.33,2.4,No,2.9,NA,NA,NA
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.4678,42.174,"Fluvia river network, E_Wtail",4,2.18,2.4,No,2.9,NA,NA,NA
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.4678,42.174,"Fluvia river network, E_Wtail",14,2.07,2.4,No,2.9,NA,NA,NA
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.4678,42.174,"Fluvia river network, E_Wtail",28,2.09,2.4,No,2.9,NA,NA,NA
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.47287,42.17443,"Fluvia river network, F_Wdam",0.25,2.2,2.2,No,4.1,NA,NA,NA
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.47287,42.17443,"Fluvia river network, F_Wdam",0.75,1.95,2.2,No,4.1,NA,NA,NA
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.47287,42.17443,"Fluvia river network, F_Wdam",2,1.76,2.2,No,4.1,NA,NA,NA
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.47287,42.17443,"Fluvia river network, F_Wdam",4,1.69,2.2,No,4.1,NA,NA,NA
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.47287,42.17443,"Fluvia river network, F_Wdam",7,1.69,2.2,No,4.1,NA,NA,NA
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.47287,42.17443,"Fluvia river network, F_Wdam",14,1.53,2.2,No,4.1,NA,NA,NA
2017,"Catalán, N., Casas_Ruiz, J. P., Von Schiller, D., Proia, L., Obrador, B., Zwirnmann, E., & Marcé, R. (2017). Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river. Journal of Geophysical Research: Biogeosciences, 122(1), 131–144. https://doi.org/10.1002/2016JG003512",k reactivity continuum model,River,135,"Fluvia river network, northeast of the Iberian Peninsula, Spain and France",2.47287,42.17443,"Fluvia river network, F_Wdam",28,1.4,2.2,No,4.1,NA,NA,NA
2016,"Logue, J. B., Stedmon, C. A., Kellerman, A. M., Nielsen, N. J., Andersson, A. F., Laudon, H., et al. (2016). Experimental insights into the importance of aquatic bacterial community composition to the degradation of dissolved organic matter. The ISME Journal, 10(3), 533–545. https://doi.org/10.1038/ismej.2015.131",deltaDOC,Marine,538,"Baltic Sea, south of Umea, Sweden",19.833611,63.564167,Baltic Sea,1.25,16.81,17.17,Yes,NA,3.26,0.97,NA
2016,"Logue, J. B., Stedmon, C. A., Kellerman, A. M., Nielsen, N. J., Andersson, A. F., Laudon, H., et al. (2016). Experimental insights into the importance of aquatic bacterial community composition to the degradation of dissolved organic matter. The ISME Journal, 10(3), 533–545. https://doi.org/10.1038/ismej.2015.131",deltaDOC,Marine,538,"Baltic Sea, south of Umea, Sweden",19.833611,63.564167,Baltic Sea,3.25,7.5,17.17,Yes,NA,3.26,0.97,NA
2016,"Logue, J. B., Stedmon, C. A., Kellerman, A. M., Nielsen, N. J., Andersson, A. F., Laudon, H., et al. (2016). Experimental insights into the importance of aquatic bacterial community composition to the degradation of dissolved organic matter. The ISME Journal, 10(3), 533–545. https://doi.org/10.1038/ismej.2015.131",deltaDOC,Marine,538,"Baltic Sea, south of Umea, Sweden",19.833611,63.564167,Baltic Sea,3.75,7.08,17.17,Yes,NA,3.26,0.97,NA
2016,"Logue, J. B., Stedmon, C. A., Kellerman, A. M., Nielsen, N. J., Andersson, A. F., Laudon, H., et al. (2016). Experimental insights into the importance of aquatic bacterial community composition to the degradation of dissolved organic matter. The ISME Journal, 10(3), 533–545. https://doi.org/10.1038/ismej.2015.131",deltaDOC,Marine,538,"Baltic Sea, south of Umea, Sweden",19.833611,63.564167,Baltic Sea,4.25,6.73,17.17,Yes,NA,3.26,0.97,NA
2016,"Logue, J. B., Stedmon, C. A., Kellerman, A. M., Nielsen, N. J., Andersson, A. F., Laudon, H., et al. (2016). Experimental insights into the importance of aquatic bacterial community composition to the degradation of dissolved organic matter. The ISME Journal, 10(3), 533–545. https://doi.org/10.1038/ismej.2015.131",deltaDOC,Marine,538,"Baltic Sea, south of Umea, Sweden",19.833611,63.564167,Baltic Sea,4.75,6.32,17.17,Yes,NA,3.26,0.97,NA
2016,"Logue, J. B., Stedmon, C. A., Kellerman, A. M., Nielsen, N. J., Andersson, A. F., Laudon, H., et al. (2016). Experimental insights into the importance of aquatic bacterial community composition to the degradation of dissolved organic matter. The ISME Journal, 10(3), 533–545. https://doi.org/10.1038/ismej.2015.131",deltaDOC,Marine,538,"Baltic Sea, south of Umea, Sweden",19.833611,63.564167,Baltic Sea,5.25,5.88,17.17,Yes,NA,3.26,0.97,NA
2016,"Logue, J. B., Stedmon, C. A., Kellerman, A. M., Nielsen, N. J., Andersson, A. F., Laudon, H., et al. (2016). Experimental insights into the importance of aquatic bacterial community composition to the degradation of dissolved organic matter. The ISME Journal, 10(3), 533–545. https://doi.org/10.1038/ismej.2015.131",deltaDOC,Lake,538,"Lake within Krycklan catchment at Svartberget Research Center, Svartberget, Sweden",19.760556,64.260556,Headwater lake,1.25,16.7,16.95,Yes,NA,3.26,0.97,NA
2016,"Logue, J. B., Stedmon, C. A., Kellerman, A. M., Nielsen, N. J., Andersson, A. F., Laudon, H., et al. (2016). Experimental insights into the importance of aquatic bacterial community composition to the degradation of dissolved organic matter. The ISME Journal, 10(3), 533–545. https://doi.org/10.1038/ismej.2015.131",deltaDOC,Lake,538,"Lake within Krycklan catchment at Svartberget Research Center, Svartberget, Sweden",19.760556,64.260556,Headwater lake,3.25,9.97,16.95,Yes,NA,3.26,0.97,NA
2016,"Logue, J. B., Stedmon, C. A., Kellerman, A. M., Nielsen, N. J., Andersson, A. F., Laudon, H., et al. (2016). Experimental insights into the importance of aquatic bacterial community composition to the degradation of dissolved organic matter. The ISME Journal, 10(3), 533–545. https://doi.org/10.1038/ismej.2015.131",deltaDOC,Lake,538,"Lake within Krycklan catchment at Svartberget Research Center, Svartberget, Sweden",19.760556,64.260556,Headwater lake,3.75,7.08,16.95,Yes,NA,3.26,0.97,NA
2016,"Logue, J. B., Stedmon, C. A., Kellerman, A. M., Nielsen, N. J., Andersson, A. F., Laudon, H., et al. (2016). Experimental insights into the importance of aquatic bacterial community composition to the degradation of dissolved organic matter. The ISME Journal, 10(3), 533–545. https://doi.org/10.1038/ismej.2015.131",deltaDOC,Lake,538,"Lake within Krycklan catchment at Svartberget Research Center, Svartberget, Sweden",19.760556,64.260556,Headwater lake,4.25,6.6,16.95,Yes,NA,3.26,0.97,NA
2016,"Logue, J. B., Stedmon, C. A., Kellerman, A. M., Nielsen, N. J., Andersson, A. F., Laudon, H., et al. (2016). Experimental insights into the importance of aquatic bacterial community composition to the degradation of dissolved organic matter. The ISME Journal, 10(3), 533–545. https://doi.org/10.1038/ismej.2015.131",deltaDOC,Lake,538,"Lake within Krycklan catchment at Svartberget Research Center, Svartberget, Sweden",19.760556,64.260556,Headwater lake,4.75,6.26,16.95,Yes,NA,3.26,0.97,NA
2016,"Logue, J. B., Stedmon, C. A., Kellerman, A. M., Nielsen, N. J., Andersson, A. F., Laudon, H., et al. (2016). Experimental insights into the importance of aquatic bacterial community composition to the degradation of dissolved organic matter. The ISME Journal, 10(3), 533–545. https://doi.org/10.1038/ismej.2015.131",deltaDOC,Lake,538,"Lake within Krycklan catchment at Svartberget Research Center, Svartberget, Sweden",19.760556,64.260556,Headwater lake,5.25,5.99,16.95,Yes,NA,3.26,0.97,NA
2016,"Logue, J. B., Stedmon, C. A., Kellerman, A. M., Nielsen, N. J., Andersson, A. F., Laudon, H., et al. (2016). Experimental insights into the importance of aquatic bacterial community composition to the degradation of dissolved organic matter. The ISME Journal, 10(3), 533–545. https://doi.org/10.1038/ismej.2015.131",deltaDOC,River,538,"Vindelalven River, near Umea, Sweden",19.877222,63.952222,Vindelalven River,1.25,16.3,16.9,Yes,NA,3.26,0.97,NA
2016,"Logue, J. B., Stedmon, C. A., Kellerman, A. M., Nielsen, N. J., Andersson, A. F., Laudon, H., et al. (2016). Experimental insights into the importance of aquatic bacterial community composition to the degradation of dissolved organic matter. The ISME Journal, 10(3), 533–545. https://doi.org/10.1038/ismej.2015.131",deltaDOC,River,538,"Vindelalven River, near Umea, Sweden",19.877222,63.952222,Vindelalven River,3.25,14.07,16.9,Yes,NA,3.26,0.97,NA
