DOMSource,abundance,exp_mass,formula,class,group,C,H,O,N,S,P,E,S34,N15,D,Cl,Fl,Cl37,Br,Br81,I,M,NH4,POE,NOE,Z,neutral_mass,theor_mass,err_ppm,AE_ppm,NM,KM,KMD,DBE,O_C,H_C,DBEO,max_LA,actual_LA,rule_13,max_H,H_test,C13_mass,C13_abund,C13_mass2,C13_abund2,S34_mass,S34_abund,tag,fileName
SRFA,2.5,321.043242190535,C15H14O6S,O6S,CHOS,15,14,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,322.050518642695,321.04383245824,-1.8328419634591,1.83,321,320.684762438238,0.31523756176199,9,0.4,0.933333333333333,3,24.7731622238769,22,0.9,32,0.4,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,5.7,319.100466670464,C17H20O4S,O4S,CHOS,17,20,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,320.107743122624,319.10095340504,-1.52053358975581,1.52,319,318.744156238669,0.255843761331164,8,0.235294117647059,1.17647058823529,4,24.6237099890154,22,0.9,36,0.6,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,4,319.064046566983,C16H16O5S,O5S,CHOS,16,16,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,320.071323019143,319.06456789974,-1.62880183225847,1.63,319,318.7077768022,0.292223197799899,9,0.3125,1,4,24.6209111039923,22,0.9,34,0.5,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,2.8,319.027836464098,C15H12O6S,O6S,CHOS,15,12,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,320.035112916258,319.02818239444,-1.08091371330866,1.08,319,318.67160713184,0.328392868160449,10,0.4,0.8,4,24.6181122189692,22,0.9,32,0.4,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,4,317.085060944027,C17H18O4S,O4S,CHOS,17,18,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,318.092337396187,317.08530334124,-0.762034115981658,0.76,317,316.73100093227,0.268999067729624,9,0.235294117647059,1.05882352941176,5,24.4686599841077,22,0.9,36,0.5,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,1.4,317.048830841085,C16H14O5S,O5S,CHOS,16,14,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,318.056107293245,317.04891783594,-0.273520466633569,0.27,317,316.694811284185,0.305188715814779,10,0.3125,0.875,5,24.4658610990846,22,0.9,34,0.4,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,1.7,315.068865215345,C17H16O4S,O4S,CHOS,17,16,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,316.076141667505,315.06965327744,-2.49326662564535,2.49,315,314.717056505751,0.282943494249196,10,0.235294117647059,0.941176470588235,6,24.3136099792,22,0.9,36,0.4,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,1.3,315.032945113284,C16H12O5S,O5S,CHOS,16,12,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,316.04022156544403,315.03326777214,-1.0209423804871,1.02,315,314.681176512397,0.318823487603254,11,0.3125,0.75,6,24.3108110941769,22,0.9,34,0.4,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,3,311.131594028249,C16H24O4S,O4S,CHOS,16,24,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,312.138870480409,311.13225353264,-2.11285569787821,2.11,311,310.784181710836,0.215818289163508,5,0.25,1.5,1,24.0107330757538,21,0.9,34,0.7,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,6.1,311.095213924881,C15H20O5S,O5S,CHOS,15,20,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,312.102490377041,311.09586802734,-2.09579378287615,2.1,311,310.747842229817,0.252157770183032,6,0.333333333333333,1.33333333333333,1,24.0079341907308,21,0.9,32,0.6,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,3.6,311.085283896667,C17H16N2O2S,N2O2S,CHNOS,17,16,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,312.092560348827,311.08597204764,-2.20495795447613,2.2,311,310.737923289561,0.262076710439317,11,0.117647058823529,0.941176470588235,9,24.0071729615231,22,0.9,36,0.4,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,23.8,309.116028301357,C16H22O4S,O4S,CHOS,16,22,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,310.123304753517,309.11660346884,-1.85464128025165,1.85,309,308.770866582641,0.229133417358582,6,0.25,1.375,2,23.8556830708462,21,0.9,34,0.6,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,11,309.079798198415,C15H18O5S,O5S,CHOS,15,18,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,310.087074650575,309.08021796354,-1.35370081209627,1.35,309,308.734676934556,0.265323065443852,7,0.333333333333333,1.2,2,23.8528841858231,21,0.9,32,0.6,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,1.5,307.136752677577,C17H24O3S,O3S,CHOS,17,24,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,308.144029129737,307.13733891034,-1.90246348250419,1.9,307,306.793801035705,0.206198964294856,6,0.176470588235294,1.41176470588235,3,23.7034319509615,21,0.9,36,0.7,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,25,307.100342574124,C16H20O4S,O4S,CHOS,16,20,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,308.107619026284,307.10095340504,-1.98252454104538,1.98,307,306.757431588099,0.242568411901289,7,0.25,1.25,3,23.7006330659385,21,0.9,34,0.6,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,12,307.064102471154,C15H16O5S,O5S,CHOS,15,16,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,308.071378923314,307.06456789974,-1.5107816501386,1.51,307,306.721231951151,0.278768048848804,8,0.333333333333333,1.06666666666667,3,23.6978341809154,21,0.9,32,0.5,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,2.7,305.12096695006,C17H22O3S,O3S,CHOS,17,22,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,306.12824340222,305.12168884654,-2.35815053169211,2.36,305,304.78026615254,0.219733847460475,7,0.176470588235294,1.29411764705882,4,23.5483819460538,21,0.9,36,0.6,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,20,305.084636846834,C16H18O4S,O4S,CHOS,16,18,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,306.091913298994,305.08530334124,-2.17743225750118,2.18,305,304.743976615832,0.256023384168486,8,0.25,1.125,4,23.5455830610308,21,0.9,34,0.5,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,11.5,305.048276743523,C15H14O5S,O5S,CHOS,15,14,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,306.055553195683,305.04891783594,-2.0946929739361,2.09,305,304.707657112537,0.292342887463462,9,0.333333333333333,0.933333333333333,4,23.5427841760077,21,0.9,32,0.4,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,3.5,303.105371223083,C17H20O3S,O3S,CHOS,17,20,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,304.112647675243,303.10603878274,-2.19510652461964,2.2,303,302.766921057758,0.233078942242457,8,0.176470588235294,1.17647058823529,5,23.3933319411462,21,0.9,36,0.6,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,9.3,303.032811016915,C15H12O5S,O5S,CHOS,15,12,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,304.040087469075,303.03326777214,-1.5022861907256,1.5,303,302.694441872964,0.305558127035681,10,0.333333333333333,0.8,5,23.3877341711,21,0.9,32,0.4,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,1.5,299.095318974577,C14H20O5S,O5S,CHOS,14,20,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300.102595426737,299.09586802734,-1.82955019859786,1.83,299,298.761346469416,0.238653530583576,5,0.357142857142857,1.42857142857143,0,23.0848572676538,20,0.9,30,0.7,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,25,297.116102364019,C15H22O4S,O4S,CHOS,15,22,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,298.123378816179,297.11660346884,-1.68086388729366,1.68,297,296.784339869807,0.215660130193044,5,0.266666666666667,1.46666666666667,1,22.9326061477692,20,0.9,32,0.7,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,4.5,297.07975224261,C14H18O5S,O5S,CHOS,14,18,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,298.08702869477,297.08021796354,-1.56236563669984,1.56,297,296.748030337268,0.251969662731767,6,0.357142857142857,1.28571428571429,1,22.9298072627461,20,0.9,30,0.6,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,51.7,295.100515631984,C15H20O4S,O4S,CHOS,15,20,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,296.107792084144,295.10095340504,-1.47842463887555,1.48,295,294.771003759924,0.228996240075787,6,0.266666666666667,1.33333333333333,2,22.7775561428615,20,0.9,32,0.6,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,27.2,293.121089020725,C16H22O3S,O3S,CHOS,16,22,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,294.128365472885,293.12168884654,-2.03933345377708,2.04,293,292.793787394102,0.206212605898145,6,0.1875,1.375,3,22.6253050229769,20,0.9,34,0.6,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,37.4,293.08483889965,C15H18O4S,O4S,CHOS,15,18,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,294.09211535181,293.08530334124,-1.57923849737674,1.58,293,292.757577750236,0.242422249764047,7,0.266666666666667,1.2,3,22.6225061379538,20,0.9,32,0.6,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,14.8,293.048558778474,C14H14O5S,O5S,CHOS,14,14,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,294.055835230634,293.04891783594,-1.2210519993073,1.22,293,292.721338139768,0.278661860231807,8,0.357142857142857,1,3,22.6197072529308,20,0.9,30,0.5,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,23,291.105582288958,C16H20O3S,O3S,CHOS,16,20,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,292.112858741118,291.10603878274,-1.56273087176516,1.56,291,290.780531195157,0.219468804842734,7,0.1875,1.25,4,22.4702550180692,20,0.9,34,0.6,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,23.1,291.069152167281,C15H16O4S,O4S,CHOS,15,16,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,292.076428619441,291.06965327744,-1.71568161410395,1.72,291,290.74414175168,0.255858248319555,8,0.266666666666667,1.06666666666667,4,22.4674561330461,20,0.9,32,0.5,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,10,289.089855556456,C16H18O3S,O3S,CHOS,16,18,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,290.097132008616,289.09038871894,-1.83787575008964,1.84,289,288.767055241133,0.232944758867291,8,0.1875,1.125,5,22.3152050131615,20,0.9,34,0.5,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,10.1,289.053595435348,C15H14O4S,O4S,CHOS,15,14,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,290.060871887508,289.05400321364,-1.4058369535198,1.41,289,288.7308356084,0.269164391600441,9,0.266666666666667,0.933333333333333,5,22.312406128138502,20,0.9,32,0.4,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,2.7,289.017085313404,C14H10O5S,O5S,CHOS,14,10,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,290.024361765564,289.01761770834,-1.83569039709667,1.84,289,288.694366253985,0.305633746015474,10,0.357142857142857,0.714285714285714,5,22.3096072431154,20,0.9,30,0.3,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,7,287.037838702746,C15H12O4S,O4S,CHOS,15,12,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,288.045115154906,287.03835314984,-1.78599485757893,1.79,287,286.717329687773,0.282670312226855,10,0.266666666666667,0.8,6,22.1573561232308,20,0.9,32,0.4,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,10.6,283.100795553071,C14H20O4S,O4S,CHOS,14,20,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,284.108072005231,283.10095340504,-0.555605363812926,0.56,283,282.784682675652,0.215317324348291,5,0.285714285714286,1.42857142857143,1,21.8544792197846,19,0.9,30,0.7,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,1.2,283.064685432464,C13H16O5S,O5S,CHOS,13,16,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,284.071961884624,283.06456789974,0.41374278252679,0.41,283,282.748612875928,0.25138712407238,6,0.384615384615385,1.23076923076923,1,21.8516803347615,19,0.9,28,0.6,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,1,361.111275678299,C19H22O5S,O5S,CHOS,19,22,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,362.118552130459,361.11151809114,-0.669429499279599,0.67,361,360.708055601858,0.291944398141709,9,0.263157894736842,1.15789473684211,4,27.8552918879462,25,0.9,40,0.6,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,45.2,281.121548942413,C15H22O3S,O3S,CHOS,15,22,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,282.128825394573,281.12168884654,-0.49588739156038403,0.5,281,280.80764610944,0.192353890559673,5,0.2,1.46666666666667,2,21.7022280999,19,0.9,32,0.7,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,37.4,281.085218821071,C14H18O4S,O4S,CHOS,14,18,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,282.092495273231,281.08530334124,-0.299618638707211,0.3,281,280.771356554636,0.22864344536373,6,0.285714285714286,1.28571428571429,2,21.6994292148769,19,0.9,30,0.6,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,4.5,281.0746587858,C16H14N2OS,N2OS,CHNOS,16,14,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,282.08193523796,281.07540736154,-2.65375285103301,2.65,281,280.760808310796,0.239191689204461,11,0.0625,0.875,10,21.6986679856692,20,0.9,34,0.4,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,3.9,281.048888699728,C13H14O5S,O5S,CHOS,13,14,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,282.056165151888,281.04891783594,-0.103299325231808,0.1,281,280.735066999832,0.264933000167844,7,0.384615384615385,1.07692307692308,2,21.6966303298538,19,0.9,28,0.5,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,4.6,281.038428664792,C15H10N2O2S,N2O2S,CHNOS,15,10,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,282.045705116952,281.03902185624,-2.10317490118923,2.1,281,280.724618644664,0.275381355335753,12,0.133333333333333,0.666666666666667,10,21.6958691006462,20,0.9,32,0.3,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,71,279.105932210278,C15H20O3S,O3S,CHOS,15,20,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,280.113208662438,279.10603878274,-0.380462107388672,0.38,279,278.794280032956,0.205719967044217,6,0.2,1.33333333333333,3,21.5471780949923,19,0.9,32,0.6,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,31.8,279.069542088736,C14H16O4S,O4S,CHOS,14,16,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,280.076818540896,279.06965327744,-0.396993599176414,0.4,279,278.757930544948,0.24206945505199,7,0.285714285714286,1.14285714285714,3,21.5443792099692,19,0.9,30,0.5,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,10.5,279.03320196736,C13H12O5S,O5S,CHOS,13,12,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,280.04047841952,279.03326777214,-0.234983100024947,0.23,279,278.721631001277,0.278368998723352,8,0.384615384615385,0.923076923076923,3,21.5415803249462,19,0.9,28,0.4,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,1.2,279.022661932157,C15H8N2O2S,N2O2S,CHNOS,15,8,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,280.029938384317,279.02337179244,-2.53494425429047,2.53,279,278.711102735171,0.288897264829473,13,0.133333333333333,0.533333333333333,11,21.5408190957385,20,0.9,32,0.2,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,36,277.090045477242,C15H18O3S,O3S,CHOS,15,18,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,278.097321929402,277.09038871894,-1.23425028145266,1.23,277,276.780644257055,0.219355742945197,7,0.2,1.2,4,21.3921280900846,19,0.9,32,0.6,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,24,277.053755356034,C14H14O4S,O4S,CHOS,14,14,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,278.061031808194,277.05400321364,-0.891378431456056,0.89,277,276.74439465772,0.255605342280205,8,0.285714285714286,1,4,21.3893292050615,19,0.9,30,0.5,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,4,277.017385234558,C13H10O5S,O5S,CHOS,13,10,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,278.024661686718,277.01761770834,-0.83616244933444706,0.84,277,276.708065147447,0.291934852553368,9,0.384615384615385,0.769230769230769,4,21.3865303200385,19,0.9,28,0.4,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,36.6,275.148088991132,C17H24OS,OS,CHOS,17,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,276.155365443292,275.14750966574,2.09782414028295,2.1,275,274.840856176906,0.159143823094212,6,0.0588235294117647,1.41176470588235,5,21.2426758552231,19,0.9,36,0.7,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,16.7,275.074478745275,C15H16O3S,O3S,CHOS,15,16,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,276.081755197435,275.07473865514,-0.941423546777558,0.94,275,274.767328124907,0.232671875093388,8,0.2,1.06666666666667,5,21.2370780851769,19,0.9,32,0.5,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,16.1,275.038098623766,C14H12O4S,O4S,CHOS,14,12,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,276.045375075926,275.03835314984,-0.922044335186447,0.92,275,274.730988625766,0.269011374233855,9,0.285714285714286,0.857142857142857,5,21.2342792001538,19,0.9,30,0.4,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,2.5,273.058812012973,C15H14O3S,O3S,CHOS,15,14,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,274.066088465133,273.05908859134,-1.00916668708302,1.01,273,272.753912104086,0.246087895914343,9,0.2,0.933333333333333,6,21.0820280802692,19,0.9,32,0.4,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,1.8,273.022531891798,C14H10O4S,O4S,CHOS,14,10,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,274.029808343958,273.02270308604,-0.624728538452438,0.62,273,272.717672493618,0.282327506382046,10,0.285714285714286,0.714285714285714,6,21.0792291952462,19,0.9,30,0.3,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,22.3,271.173635716509,C15H28O2S,O2S,CHOS,15,28,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,272.180912168669,271.17372441564,-0.325882997150265,0.33,271,270.870840812315,0.129159187685218,2,0.133333333333333,1.86666666666667,0,20.9370000667538,18,0.9,32,0.9,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,14.6,269.121298861729,C14H22O3S,O3S,CHOS,14,22,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,270.128575313889,269.12168884654,-1.44370068999309,1.44,269,268.820795615202,0.179204384797572,4,0.214285714285714,1.57142857142857,1,20.7791511768231,18,0.9,30,0.7,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,22,269.084978740421,C13H18O4S,O4S,CHOS,13,18,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,270.092255192581,269.08530334124,-1.20181461370894,1.2,269,268.784516049266,0.215483950734438,5,0.307692307692308,1.38461538461538,1,20.7763522918,18,0.9,28,0.6,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,91,267.105592129294,C14H20O3S,O3S,CHOS,14,20,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,268.112868581454,267.10603878274,-1.66591573146743,1.67,267,266.807339638912,0.192660361087633,5,0.214285714285714,1.42857142857143,2,20.6241011719154,18,0.9,30,0.7,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,24.3,267.069262007952,C13H16O4S,O4S,CHOS,13,16,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,268.076538460112,267.06965327744,-1.45954394196752,1.46,267,266.771050084108,0.22894991589169,6,0.307692307692308,1.23076923076923,2,20.6213022868923,18,0.9,28,0.6,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,2.1,267.032981886777,C12H12O5S,O5S,CHOS,12,12,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,268.040258338937,267.03326777214,-1.06657620980405,1.07,267,266.734810473641,0.26518952635945,7,0.416666666666667,1,2,20.6185034018692,18,0.9,26,0.5,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,27.6,265.126285518435,C15H22O2S,O2S,CHOS,15,22,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,266.133561970595,265.12677422424,-1.83631782835812,1.84,265,264.830243139497,0.169756860502616,5,0.133333333333333,1.46666666666667,3,20.4718500520308,18,0.9,32,0.7,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,72.6,265.08997539716,C14H18O3S,O3S,CHOS,14,18,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,266.09725184932,265.09038871894,-1.55327338788945,1.55,265,264.793973562428,0.206026437572177,6,0.214285714285714,1.28571428571429,3,20.4690511670077,18,0.9,30,0.6,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,20.4,265.053535275451,C13H14O4S,O4S,CHOS,13,14,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,266.060811727611,265.05400321364,-1.75876404476665,1.76,265,264.757574130084,0.242425869916246,7,0.307692307692308,1.07692307692308,3,20.4662522819846,18,0.9,28,0.5,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,1,265.017275154342,C12H10O5S,O5S,CHOS,12,10,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,266.024551606502,265.01761770834,-1.28767813212311,1.29,265,264.721354497351,0.278645502649454,8,0.416666666666667,0.833333333333333,3,20.4634533969615,18,0.9,26,0.4,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,28.4,263.110478785666,C15H20O2S,O2S,CHOS,15,20,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,264.117755237826,263.11112416044,-2.44351150467373,2.44,263,262.816687274535,0.183312725465441,6,0.133333333333333,1.33333333333333,4,20.3168000471231,18,0.9,32,0.6,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,35.5,263.074178664425,C14H16O3S,O3S,CHOS,14,16,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,264.081455116585,263.07473865514,-2.12052268163433,2.12,263,262.780427686332,0.219572313667641,7,0.214285714285714,1.14285714285714,4,20.3140011621,18,0.9,30,0.5,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,19.9,263.037918543316,C13H12O4S,O4S,CHOS,13,12,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,264.045194995476,263.03835314984,-1.6459550563624,1.65,263,262.744208053599,0.255791946400848,8,0.307692307692308,0.923076923076923,4,20.3112022770769,18,0.9,28,0.4,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,9.9,261.094732053098,C15H18O2S,O2S,CHOS,15,18,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,262.102008505258,261.09547409664,-2.83112497396059,2.83,261,260.803191342776,0.196808657224494,7,0.133333333333333,1.2,5,20.1617500422154,18,0.9,32,0.6,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,14.4,261.05847193199,C14H14O3S,O3S,CHOS,14,14,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,262.06574838415,261.05908859134,-2.35307114433672,2.35,261,260.766971710042,0.233028289957758,8,0.214285714285714,1,5,20.1589511571923,18,0.9,30,0.5,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
SRFA,4.8,261.022078629114,C13H10O4S,O4S,CHOS,13,10,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,262.029355081274,261.02270308604,-2.38315636890754,2.38,261,260.730619044253,0.269380955746612,9,0.307692307692308,0.769230769230769,5,20.1561522721692,18,0.9,28,0.4,0,0,0,0,0,0,Unambiguous,SRFA Control_100-800_2_Assigned.csv
